0.98,0.84,0.86,0.83
0.91,0.78,0.86,0.91
0.83,0.88,0.94,0.74
0.89,0.72,0.95,0.8
0.94,0.95,0.73,0.73
0.84,0.7,0.97,0.8
0.74,0.82,0.83,0.84
0.74,0.83,0.93,0.71
0.77,0.91,0.74,0.76
0.81,0.76,0.9,0.7
0.83,0.79,0.8,0.73
0.83,0.74,0.82,0.71
