0.99,0.97,0.92,0.73
0.9,0.97,0.85,0.83
0.97,0.78,0.95,0.84
0.96,0.81,0.76,0.96
0.77,0.93,0.92,0.88
0.86,0.9,0.85,0.79
0.87,0.82,0.78,0.84
0.73,0.88,0.74,0.9
0.75,0.88,0.77,0.84
0.93,0.75,0.82,0.72
0.82,0.77,0.72,0.75
0.76,0.73,0.77,0.77
